Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,text,twitter_text,text_Description14,twitter_text_Description14,text_doc_index,text_sent_index,text_neg,text_neu,text_pos,text_compound,text_sentence,twitter_text_doc_index,twitter_text_sent_index,twitter_text_neg,twitter_text_neu,twitter_text_pos,twitter_text_compound,twitter_text_sentence
22/10/19,RELIANCE,EQ,1416.35,1425,1436.85,1403.35,1417.4,1414.15,1420.93,12703054,,"Reliance Jio unveils new plans with 2GB free daily data, with free unlimited Jio-to-Jio voice calls and 1,000 minutes of voice calling to all non-Jio numbers.

#RelianceJio
#Reliance
https://t.co/iN08prSoVr",,reliance jio unveils new plans with 2gb free daily data with free unlimited jio to jio voice calls and 1 000 minutes of voice calling to all non jio numbers. reliancejio reliance ,,,,,,,,186,1,0,1.809,0.191,0.765,reliance jio unveils new plans with 2gb free daily data with free unlimited jio to jio voice calls and 1 000 minutes of voice calling to all non jio numbers.reliancejio reliance
23/10/19,RELIANCE,EQ,1414.15,1416.3,1425.95,1383.15,1394,1392.4,1403.41,8432964,,,,,,,,,,,,,,,,,,
24/10/19,RELIANCE,EQ,1392.4,1401,1441.4,1386.55,1435.1,1436.45,1415.13,10351384,"Supreme Court upholds DoT's view that other than termination fee & roaming charges, all revenue accruing to telcos are to be considered as  AGR,Reliance Jio tops 4G download speed chart again with 21.0 Mbps speed in September as per TRAI report",,supreme court upholds dot s view that other than termination fee roaming charges all revenue accruing to telcos are to be considered as agr reliance jio tops 4g download speed chart again with 21.0 mbps speed in september as per trai report,,309,0,0.044,0.812,0.144,0.7003,supreme court upholds dot s view that other than termination fee roaming charges all revenue accruing to telcos are to be considered as agr reliance jio tops 4g download speed chart again with 21.0 mbps speed in september as per trai report,,,,,,,
25/10/19,RELIANCE,EQ,1436.45,1441.1,1441.45,1411.25,1428.25,1431.2,1426.02,6190013,,"#RelianceIndustries approves the formation of a wholly-owned subsidiary for its digital initiatives with an investment of Rs 1.08 lakh crore. Here's all you need to know.

@RelianceJio #Reliance #MukeshAmbani 

https://t.co/pNHl1xanqv",, relianceindustries approves the formation of a wholly owned subsidiary for its digital initiatives with an investment of rs 1.08 lakh crore. here s all you need to know. reliancejio reliance mukeshambani ,,,,,,,,187,3,0,2.881,0.119,0.4019, relianceindustries approves the formation of a wholly owned subsidiary for its digital initiatives with an investment of rs 1.08 lakh crore.here s all you need to know.reliancejio reliance mukeshambani
27/10/19,RELIANCE,EQ,1431.2,1441,1445,1430,1435.5,1434.25,1437.86,1378313,,,,,,,,,,,,,,,,,,
29/10/19,RELIANCE,EQ,1434.25,1445.5,1480,1442.1,1470.1,1467.05,1465.55,11780494,Reliance Industries's board has  approved the formation of a wholly-owned subsidiary for its digital business and the infusion of Rs 1.08 lakh crore in it,"After Jio's 4G and optical fibre, RIL to build $24 bn e-commerce giant

Listen to the BS podcast 🎙 by @quiquekanishka

#Reliance
#ecommerce
https://t.co/Q6NEwJzuCU",reliance industries s board has approved the formation of a wholly owned subsidiary for its digital business and the infusion of rs 1.08 lakh crore in it,after jio s 4g and optical fibre ril to build 24 bn e commerce giant listen to the bs podcast by quiquekanishka reliance ecommerce ,310,0,0,0.903,0.097,0.4215,reliance industries s board has approved the formation of a wholly owned subsidiary for its digital business and the infusion of rs 1.08 lakh crore in it,188,0,0,1,0,0,after jio s 4g and optical fibre ril to build 24 bn e commerce giant listen to the bs podcast by quiquekanishka reliance ecommerce
30/10/19,RELIANCE,EQ,1467.05,1480,1484.55,1460.3,1482.6,1479.1,1471.89,7470723,,,,,,,,,,,,,,,,,,
31/10/19,RELIANCE,EQ,1479.1,1484,1489.65,1461.7,1465.1,1464.35,1471.86,8898168,,,,,,,,,,,,,,,,,,
01/11/19,RELIANCE,EQ,1464.35,1455,1461.8,1441,1456.15,1456.9,1451.6,6356579,,,,,,,,,,,,,,,,,,
04/11/19,RELIANCE,EQ,1456.9,1465.9,1471,1445.1,1460.65,1457.65,1456.28,6429329,,,,,,,,,,,,,,,,,,
05/11/19,RELIANCE,EQ,1457.65,1463.1,1468.95,1441,1447.5,1447.3,1449.21,5799318,,,,,,,,,,,,,,,,,,
06/11/19,RELIANCE,EQ,1447.3,1442.7,1446.45,1428.5,1433,1434.9,1436.25,6686289,,,,,,,,,,,,,,,,,,
07/11/19,RELIANCE,EQ,1434.9,1435,1463,1432.2,1461,1458.6,1448.68,6438749,,,,,,,,,,,,,,,,,,
08/11/19,RELIANCE,EQ,1458.6,1449,1459.65,1441.3,1446,1445.5,1448.5,5494844,"Reliance Industrial Investments and Holdings Ltd(''RIIHL''), a wholly owned subsidiary of Reliance Industries increased its stake in SkyTran Inc. to 17.37% from 12.7%",,reliance industrial investments and holdings ltd riihl a wholly owned subsidiary of reliance industries increased its stake in skytran inc. to 17.37 from 12.7 ,,311,0,0,0.916,0.084,0.2732,reliance industrial investments and holdings ltd riihl a wholly owned subsidiary of reliance industries increased its stake in skytran inc. to 17.37 from 12.7,,,,,,,
11/11/19,RELIANCE,EQ,1445.5,1439.1,1444.25,1422.55,1427.8,1427.8,1431.4,5192423,Reliance Industries cuts base price for new gas from KG-D6 after customer protests,,reliance industries cuts base price for new gas from kg d6 after customer protests,,312,0,0.255,0.745,0,-0.4767,reliance industries cuts base price for new gas from kg d6 after customer protests,,,,,,,
13/11/19,RELIANCE,EQ,1427.8,1430,1475.9,1430,1469.1,1472.3,1460.74,11532364,,,,,,,,,,,,,,,,,,
14/11/19,RELIANCE,EQ,1472.3,1476,1481.6,1455.8,1458.25,1462.75,1466.92,6518339,,,,,,,,,,,,,,,,,,
15/11/19,RELIANCE,EQ,1462.75,1465.65,1486.8,1463.15,1466.8,1470.85,1476.84,7173674,,,,,,,,,,,,,,,,,,
18/11/19,RELIANCE,EQ,1470.85,1472.65,1486,1455.4,1460.05,1459.2,1468.4,6435097,"SEBI has denied Reliance Industries's waiver to de-list the shares of Alok Industries,Essar Steel, Adani Group and GAIL INDIA have bought majority of natural gas from Reliance Industries ' newer fields in the KG-D6 block at an indicative price of $5.04-$5.16 per unit",,sebi has denied reliance industries s waiver to de list the shares of alok industries essar steel adani group and gail india have bought majority of natural gas from reliance industries newer fields in the kg d6 block at an indicative price of 5.04 5.16 per unit,,313,0,0.108,0.804,0.088,-0.2732,sebi has denied reliance industries s waiver to de list the shares of alok industries essar steel adani group and gail india have bought majority of natural gas from reliance industries newer fields in the kg d6 block at an indicative price of 5.04 5.16 per unit,,,,,,,
19/11/19,RELIANCE,EQ,1459.2,1467,1514.9,1465,1511.55,1509.75,1496.45,13795569,,"#Reliance Industries has become the first listed company to hit a market capitalisation of Rs 9.5 lakh crore. Here's all you need to know: https://t.co/4wIKlD1dJ6

@flameoftruth @theRohitBansal https://t.co/cPCKgMsesz,BREAKING | Reliance Industries Ltd (#RIL) hits market cap of Rs 9.5 lakh crore.

#Reliance #RelianceIndustries @FlameOfTruth https://t.co/7fhBAsf0Wq",, reliance industries has become the first listed company to hit a market capitalisation of rs 9.5 lakh crore. here s all you need to know flameoftruth therohitbansal reliance industries ltd ril hits market cap of rs 9.5 lakh crore. reliance relianceindustries flameoftruth ,,,,,,,,189,3,0,3,0,0, reliance industries has become the first listed company to hit a market capitalisation of rs 9.5 lakh crore.here s all you need to know flameoftruth therohitbansal reliance industries ltd ril hits market cap of rs 9.5 lakh crore.reliance relianceindustries flameoftruth
20/11/19,RELIANCE,EQ,1509.75,1555.05,1572.4,1543.2,1548.5,1547.65,1559.65,19904164,"Reliance Jio added 69.8 lakh subscribers in September compared to 84.4 lakh added in August ,Reliance Jio to increase tariff from next month","#MCpodcast | Missed out on top stories?📰 From #Reliance Industries is 6th largest oil firm to Make in India gets boost and more, check all crucial news

Tune into our 'In The News' #podcast for trending news🎙️

@dustinyarde @shraddhasharma5 @siddhaysh 
https://t.co/TSSk2ESvTX,#RelianceIndustries has become the 1st listed company to hit a market cap of Rs 9.5 lakh crore, and is nearing the mark of Rs 10 lakh crore. Know more: https://t.co/wPbhw0KMBx

@flameoftruth @theRohitBansal #Reliance https://t.co/x20steXkji,#Reliance market cap inches closer to Rs 10 lakh crore mark | https://t.co/b7oGyRV2lM https://t.co/Y3aAansfVB,#MarketsWithBS | Reliance Industries hit a fresh lifetime high of Rs 1,571 apiece on @BSEIndia , up 4% , nearing Rs 10 trillion m-cap

#Marketnews
#Reliance

https://t.co/dx5Yv0iF8O,Reliance’s shares have increased at three times the pace of India’s benchmark index this year

#Mukeshambani #Reliance

https://t.co/zOJE90r1T6",reliance jio added 69.8 lakh subscribers in september compared to 84.4 lakh added in august reliance jio to increase tariff from next month, mcpodcast missed out on top stories from reliance industries is 6th largest oil firm to make in india gets boost and more check all crucial news tune into our in the news podcast for trending news dustinyarde shraddhasharma5 siddhaysh has become the 1st listed company to hit a market cap of rs 9.5 lakh crore and is nearing the mark of rs 10 lakh crore. know more flameoftruth therohitbansal reliance market cap inches closer to rs 10 lakh crore mark reliance industries hit a fresh lifetime high of rs 1 571 apiece on bseindia up 4 nearing rs 10 trillion m cap marketnews reliance shares have increased at three times the pace of india s benchmark index this year mukeshambani reliance ,314,0,0,0.905,0.095,0.3182,reliance jio added 69.8 lakh subscribers in september compared to 84.4 lakh added in august reliance jio to increase tariff from next month,190,1,0.032,1.791,0.177,0.999, mcpodcast missed out on top stories from reliance industries is 6th largest oil firm to make in india gets boost and more check all crucial news tune into our in the news podcast for trending news dustinyarde shraddhasharma5 siddhaysh has become the 1st listed company to hit a market cap of rs 9.5 lakh crore and is nearing the mark of rs 10 lakh crore.know more flameoftruth therohitbansal reliance market cap inches closer to rs 10 lakh crore mark reliance industries hit a fresh lifetime high of rs 1 571 apiece on bseindia up 4 nearing rs 10 trillion m cap marketnews reliance shares have increased at three times the pace of india s benchmark index this year mukeshambani reliance
21/11/19,RELIANCE,EQ,1547.65,1545,1556,1528.55,1540.5,1537.6,1538.44,6810577,,"""Oil's Well"" for Reliance as it now becomes the 6th largest oil company in the world 🛢️🌏

#Reliance #RelianceIndustries @FlameOfTruth @TheRohitBansal https://t.co/Q0vxvzhHrX,#MarketsWithMC | Looking to add new #stocks 📊 to your portfolio today? Don't miss out on these! https://t.co/ygdGP9vQ9H 👈

#StockMarket #StocksToWatch #Reliance #TataMotors https://t.co/LSoRsgNnCz",, oil s well for reliance as it now becomes the 6th largest oil company in the world reliance relianceindustries flameoftruth therohitbansal looking to add new stocks to your portfolio today don t miss out on these stockmarket stockstowatch reliance tatamotors ,,,,,,,,191,0,0.038,0.911,0.05,0.128, oil s well for reliance as it now becomes the 6th largest oil company in the world reliance relianceindustries flameoftruth therohitbansal looking to add new stocks to your portfolio today don t miss out on these stockmarket stockstowatch reliance tatamotors
22/11/19,RELIANCE,EQ,1537.6,1542.1,1569.5,1537.6,1548.05,1546.5,1551.32,10218978,,,,,,,,,,,,,,,,,,
25/11/19,RELIANCE,EQ,1546.5,1551.15,1564.8,1551,1562,1561.55,1559.1,6924313,,,,,,,,,,,,,,,,,,
26/11/19,RELIANCE,EQ,1561.55,1568.1,1576.35,1556,1561.2,1560.25,1563.16,16152137,,"#MarketsWithBS | Reliance Industries and ICICI Bank contributed more than 100 points to the Nifty 50 index which hit an all-time high of 12,132 points today

#Markets
#Reliance
#ICICIBank
https://t.co/1Z3aXltv11",, marketswithbs reliance industries and icici bank contributed more than 100 points to the nifty 50 index which hit an all time high of 12 132 points today markets reliance icicibank ,,,,,,,,192,0,0,0.915,0.085,0.4019, marketswithbs reliance industries and icici bank contributed more than 100 points to the nifty 50 index which hit an all time high of 12 132 points today markets reliance icicibank
27/11/19,RELIANCE,EQ,1560.25,1559.95,1575.5,1556.1,1575.1,1569.85,1564.27,4408336,,"#MarketsWithMC | Shares of @YesBank added 8.5% intraday today after the company offloaded shares of #Reliance Capital for the 3rd consecutive session on Nov 26.

#StockMarket #StocksToWatch 
https://t.co/SpQvHb7e6x",, marketswithmc shares of yesbank added 8.5 intraday today after the company offloaded shares of reliance capital for the 3rd consecutive session on nov 26. stockmarket stockstowatch ,,,,,,,,193,0,0,0.845,0.155,0.5267, marketswithmc shares of yesbank added 8.5 intraday today after the company offloaded shares of reliance capital for the 3rd consecutive session on nov 26. stockmarket stockstowatch
28/11/19,RELIANCE,EQ,1569.85,1572.65,1584.15,1563.95,1582,1580.3,1576.23,6284885,,"#RelianceIndustries became the first listed company in India to hit a mcap of Rs 10 lakh crore. In this episode, @ShraddhaSharma5 talks to Madhuchanda Dey to find more about the historic development for the RIL https://t.co/r6ydmizpWE

#MukeshAmbani #RIL #Reliance https://t.co/DOzQTZl92u,#RelianceIndustries achieves another milestone! It took just 25 trading sessions for company's market cap to go from ₹9 lakh cr to ₹10 lakh cr. So how big has #RIL become? https://t.co/ck39S74w2Z

#MukeshAmbani #Reliance https://t.co/3Xz1Xrrdgh,#DidYouKnow | #RelianceIndustries has become so big that its current mcap is similar to 19 Nifty companies, or 35 PSUs and banks, or all constituents in the Nifty Smallcap 250 list https://t.co/ck39S74w2Z

#RIL #MukeshAmbani #Reliance https://t.co/OMS1AUOOWy,#DidYouKnow? Had you invested Rs 10,000 at the time of Reliance Industries' #IPO in 1977, you would've been sitting on shared worth Rs 2.1 crore today! https://t.co/ck39S74w2Z

#Reliance #RelianceIndustries #MukeshAmbani https://t.co/OjPui5MloL,#MarketsWithMC | #RelianceIndustries hits Rs 10 lakh crore market capitalisation, a first by an Indian company: https://t.co/ck39S74w2Z

#Reliance @TheRohitBansal @FlameOfTruth https://t.co/1ktokMQKfe,@flameoftruth @theRohitBansal #RelianceIndustries became the 1st Indian company to hit a market capitalisation of Rs 10 lakh crore. #RIL's stock is up nearly 1% intraday today and touched a fresh record high of Rs 1,581.25.

#MarketsWithMC @FlameOfTruth @TheRohitBansal #Reliance 

https://t.co/OFyktXRrvE,#BREAKING | Reliance Industries hits the market cap of Rs 10 lakh crore, becomes 1st Indian company to do so. #RelianceIndustries is the most valued company in terms of market cap in India.

#Reliance @flameoftruth @TheRohitBansal https://t.co/pW2EcQBhzs,Podcast: Should you buy, sell or hold #Reliance?

#Sensex #Nifty #DalalStreet https://t.co/j8bMJJYsC2",, relianceindustries became the first listed company in india to hit a mcap of rs 10 lakh crore. in this episode shraddhasharma5 talks to madhuchanda dey to find more about the historic development for the ril mukeshambani ril reliance achieves another milestone it took just 25 trading sessions for company s market cap to go from rs9 lakh cr to rs10 lakh cr. so how big has ril become mukeshambani reliance relianceindustries has become so big that its current mcap is similar to 19 nifty companies or 35 psus and banks or all constituents in the nifty smallcap 250 list ril mukeshambani reliance had you invested rs 10 000 at the time of reliance industries ipo in 1977 you would ve been sitting on shared worth rs 2.1 crore today reliance relianceindustries mukeshambani relianceindustries hits rs 10 lakh crore market capitalisation a first by an indian company reliance therohitbansal flameoftruth therohitbansal relianceindustries became the 1st indian company to hit a market capitalisation of rs 10 lakh crore. ril s stock is up nearly 1 intraday today and touched a fresh record high of rs 1 581.25. marketswithmc flameoftruth therohitbansal reliance reliance industries hits the market cap of rs 10 lakh crore becomes 1st indian company to do so. relianceindustries is the most valued company in terms of market cap in india. reliance flameoftruth therohitbansal should you buy sell or hold reliance sensex nifty dalalstreet ,,,,,,,,194,15,0,5.464,0.536,2.0399, relianceindustries became the first listed company in india to hit a mcap of rs 10 lakh crore.in this episode shraddhasharma5 talks to madhuchanda dey to find more about the historic development for the ril mukeshambani ril reliance achieves another milestone it took just 25 trading sessions for company s market cap to go from rs9 lakh cr to rs10 lakh cr.so how big has ril become mukeshambani reliance relianceindustries has become so big that its current mcap is similar to 19 nifty companies or 35 psus and banks or all constituents in the nifty smallcap 250 list ril mukeshambani reliance had you invested rs 10 000 at the time of reliance industries ipo in 1977 you would ve been sitting on shared worth rs 2.1 crore today reliance relianceindustries mukeshambani relianceindustries hits rs 10 lakh crore market capitalisation a first by an indian company reliance therohitbansal flameoftruth therohitbansal relianceindustries became the 1st indian company to hit a market capitalisation of rs 10 lakh crore.ril s stock is up nearly 1 intraday today and touched a fresh record high of rs 1 581.25. marketswithmc flameoftruth therohitbansal reliance reliance industries hits the market cap of rs 10 lakh crore becomes 1st indian company to do so.relianceindustries is the most valued company in terms of market cap in india.reliance flameoftruth therohitbansal should you buy sell or hold reliance sensex nifty dalalstreet
29/11/19,RELIANCE,EQ,1580.3,1581.95,1581.95,1547.85,1553,1551.15,1558.76,8484822,,,,,,,,,,,,,,,,,,
02/12/19,RELIANCE,EQ,1551.15,1600,1614.45,1577,1586.9,1586.5,1592.74,14275186,,,,,,,,,,,,,,,,,,
03/12/19,RELIANCE,EQ,1586.5,1592.75,1594,1572.6,1582,1578.9,1580.07,5938786,,,,,,,,,,,,,,,,,,
04/12/19,RELIANCE,EQ,1578.9,1573,1577.5,1533.75,1554.5,1552.7,1551.77,9594828,,"#MarketsWithBS | MARKET LIVE: Sensex cracks over 150 points, Nifty below 11,950; RIL down 2%

Catch all the live market updates here

#Markets
#Sensex
#reliance

https://t.co/umC2oKNnso",, marketswithbs market live sensex cracks over 150 points nifty below 11 950 ril down 2 catch all the live market updates here markets sensex reliance ,,,,,,,,195,0,0,0.899,0.101,0.4019, marketswithbs market live sensex cracks over 150 points nifty below 11 950 ril down 2 catch all the live market updates here markets sensex reliance
05/12/19,RELIANCE,EQ,1552.7,1574,1579.75,1544,1551,1550.85,1561.41,9117022,Reliance Jio launched new all-in-one plans ,,reliance jio launched new all in one plans ,,315,0,0,0.824,0.176,0.128,reliance jio launched new all in one plans,,,,,,,
06/12/19,RELIANCE,EQ,1550.85,1553,1568,1541.1,1554.5,1554.9,1555.3,5982129,,"CLSA expects #Reliance Industries’ enterprise value to inch near $200 billion by March 2021
https://t.co/3V2SNTBSo6",,clsa expects reliance industries enterprise value to inch near 200 billion by march 2021 ,,,,,,,,196,0,0,0.844,0.156,0.34,clsa expects reliance industries enterprise value to inch near 200 billion by march 2021
09/12/19,RELIANCE,EQ,1554.9,1556.15,1577.4,1546.5,1572.95,1572.6,1565.26,5779807,,"#ETPremium | Financing arrangement likely by month-end: #RIL in talks for Rs 5,000-crore loan to take over Alok Industries. https://t.co/uwrSwF9581

#Reliance https://t.co/IzcHtyvOfi",, etpremium financing arrangement likely by month end ril in talks for rs 5 000 crore loan to take over alok industries. reliance ,,,,,,,,197,1,0,2,0,0, etpremium financing arrangement likely by month end ril in talks for rs 5 000 crore loan to take over alok industries.reliance
10/12/19,RELIANCE,EQ,1572.6,1572.05,1573.6,1554.15,1564.9,1561.95,1561.68,4650906,,,,,,,,,,,,,,,,,,
11/12/19,RELIANCE,EQ,1561.95,1555.6,1574.5,1550.6,1561,1562.4,1560.15,5652698,"Reliance Jio bids Rs 3,600 crore for Reliance Communications Tower, Optic Fibre assets,Reliance Industries and ADNOC signed an agreement to explore development of Ethylene Dichloride facility in Ruwais",,reliance jio bids rs 3 600 crore for reliance communications tower optic fibre assets reliance industries and adnoc signed an agreement to explore development of ethylene dichloride facility in ruwais,,316,0,0,0.851,0.149,0.5994,reliance jio bids rs 3 600 crore for reliance communications tower optic fibre assets reliance industries and adnoc signed an agreement to explore development of ethylene dichloride facility in ruwais,,,,,,,
12/12/19,RELIANCE,EQ,1562.4,1570.25,1573.85,1556.65,1571.1,1568.2,1564.76,4720977,,,,,,,,,,,,,,,,,,
13/12/19,RELIANCE,EQ,1568.2,1580,1590,1572.4,1584.05,1582.9,1580.61,5791522,,"#Reliance arm buys 51.78% stake in Asteria Aerospace
https://t.co/hRd9ghV5Gb",, reliance arm buys 51.78 stake in asteria aerospace ,,,,,,,,198,0,0,1,0,0, reliance arm buys 51.78 stake in asteria aerospace
16/12/19,RELIANCE,EQ,1582.9,1592,1593.9,1564.35,1571,1566.6,1575.62,5436951,Reliance Industries has acquired 51.78% stake in Asteria Aerospace for Rs 23.12 crore,"@MarkMobiusReal @nikunjdalmia @ETNOWlive My first big investment in india was with #Tatas, next one was probably #Reliance, says @markmobiusreal, Founder, Mobius Capital Partners

#MarkMobius #IndiaEconomicConclave #IEC2019 #IEC",reliance industries has acquired 51.78 stake in asteria aerospace for rs 23.12 crore, markmobiusreal nikunjdalmia etnowlive my first big investment in india was with tatas next one was probably reliance says markmobiusreal founder mobius capital partners markmobius indiaeconomicconclave iec2019 iec,317,0,0,1,0,0,reliance industries has acquired 51.78 stake in asteria aerospace for rs 23.12 crore,199,0,0,1,0,0, markmobiusreal nikunjdalmia etnowlive my first big investment in india was with tatas next one was probably reliance says markmobiusreal founder mobius capital partners markmobius indiaeconomicconclave iec2019 iec
17/12/19,RELIANCE,EQ,1566.6,1566.75,1579,1555.55,1567,1562.7,1564.71,9291724,"Brookfield Infra Partners to acquire 100% stake in a telecom tower company from Reliance arm Reliance Industrial Investments & Holdings Limited,BP and Reliance Industries Limited (RIL) has signed a definitive agreement relating to the formation of their new Indian fuels and mobility joint venture,Indiavidual Learning Pvt Ltd a subsidiary of Reliance Industries has acquired 90.5% stake in eDreams Edusoft Private Limited (“Funtoot”) for a cash consideration of Rs 71.6 crore",,brookfield infra partners to acquire 100 stake in a telecom tower company from reliance arm reliance industrial investments holdings limited bp and reliance industries limited ril has signed a definitive agreement relating to the formation of their new indian fuels and mobility joint venture indiavidual learning pvt ltd a subsidiary of reliance industries has acquired 90.5 stake in edreams edusoft private limited funtoot for a cash consideration of rs 71.6 crore,,318,0,0.075,0.883,0.042,-0.128,brookfield infra partners to acquire 100 stake in a telecom tower company from reliance arm reliance industrial investments holdings limited bp and reliance industries limited ril has signed a definitive agreement relating to the formation of their new indian fuels and mobility joint venture indiavidual learning pvt ltd a subsidiary of reliance industries has acquired 90.5 stake in edreams edusoft private limited funtoot for a cash consideration of rs 71.6 crore,,,,,,,
18/12/19,RELIANCE,EQ,1562.7,1563,1580,1562,1577.15,1575.85,1569.63,6739582,,,,,,,,,,,,,,,,,,
19/12/19,RELIANCE,EQ,1575.85,1573.7,1614.9,1571.8,1613,1609.95,1595.68,9375484,,,,,,,,,,,,,,,,,,
20/12/19,RELIANCE,EQ,1609.95,1615,1617.55,1596.1,1600,1599.1,1604.6,9724619,,,,,,,,,,,,,,,,,,
23/12/19,RELIANCE,EQ,1599.1,1560.1,1577.55,1557.8,1570.95,1571.4,1567.33,11478429,The Delhi High Court has asked Reliance Industries and its partner British Gas to disclose their assets after the government sought to restrain Reliance Industries from selling 20% stake to Saudi Aramco,"#BSPodcast | Why the Govt is trying to stop Reliance from selling assets to Aramco

Listen to podcast 🎙 to know more 

#Reliance
#Aramco
https://t.co/NUU5wU9CFl,#BSPodcast | Why the Govt is trying to stop Reliance from selling assets to Aramco

Listen to podcast 🎙 by @roysukanya to know more 

#Aramco
#Reliance
https://t.co/NUU5wU9CFl,फंस सकती है रिलायंस-अरामको डील! जानें क्या है पूरा मामला...

#Reliance #Aramco @AnilSinghvi_ @deepdbhandari https://t.co/i2TOauCFK3",the delhi high court has asked reliance industries and its partner british gas to disclose their assets after the government sought to restrain reliance industries from selling 20 stake to saudi aramco, bspodcast why the govt is trying to stop reliance from selling assets to aramco listen to podcast to know more reliance aramco why the govt is trying to stop reliance from selling assets to aramco listen to podcast by roysukanya to know more aramco reliance sktii hai rilaayns araamko ddiil jaanen kyaa hai puuraa maamlaa. reliance aramco anilsinghvi deepdbhandari ,319,0,0,0.948,0.052,0.1779,the delhi high court has asked reliance industries and its partner british gas to disclose their assets after the government sought to restrain reliance industries from selling 20 stake to saudi aramco,200,1,0.075,1.867,0.058,-0.25, bspodcast why the govt is trying to stop reliance from selling assets to aramco listen to podcast to know more reliance aramco why the govt is trying to stop reliance from selling assets to aramco listen to podcast by roysukanya to know more aramco reliance sktii hai rilaayns araamko ddiil jaanen kyaa hai puuraa maamlaa.reliance aramco anilsinghvi deepdbhandari
24/12/19,RELIANCE,EQ,1571.4,1568.9,1572.05,1542.5,1544.5,1546.45,1555.42,8251144,"Reliance Jio Infocomm new plan for smartphone and Jiophone users at 2,020 rupees, for one year unlimited services starts today","Asia's richest man Mukesh Ambani adds $18 billion to his wealth as of December 23, taking his net worth to about $61 billion

#MukeshAmbani
#Reliance

https://t.co/Iurin0Kshy,Asia's richest man Mukesh Ambani adds $18 billion to his wealth as of December 23, taking his net worth to about $61 billion

#MukeshAmbani
#Reliance

https://t.co/DcAeLyo3TQ",reliance jio infocomm new plan for smartphone and jiophone users at 2 020 rupees for one year unlimited services starts today,asia s richest man mukesh ambani adds 18 billion to his wealth as of december 23 taking his net worth to about 61 billion mukeshambani reliance richest man mukesh ambani adds 18 billion to his wealth as of december 23 taking his net worth to about 61 billion mukeshambani reliance ,320,0,0,1,0,0,reliance jio infocomm new plan for smartphone and jiophone users at 2 020 rupees for one year unlimited services starts today,201,0,0,0.721,0.279,0.9432,asia s richest man mukesh ambani adds 18 billion to his wealth as of december 23 taking his net worth to about 61 billion mukeshambani reliance richest man mukesh ambani adds 18 billion to his wealth as of december 23 taking his net worth to about 61 billion mukeshambani reliance
26/12/19,RELIANCE,EQ,1546.45,1541.65,1552.95,1510.15,1515.8,1515.4,1527.47,13605737,,,,,,,,,,,,,,,,,,
27/12/19,RELIANCE,EQ,1515.4,1527,1546.2,1521.3,1542,1542.35,1533.58,8081591,,,,,,,,,,,,,,,,,,
30/12/19,RELIANCE,EQ,1542.35,1545.95,1547.65,1528.05,1546.25,1544.2,1538.15,7828402,,,,,,,,,,,,,,,,,,
31/12/19,RELIANCE,EQ,1544.2,1542,1543.7,1508.05,1516,1514.05,1525.14,10150467,"Reliance Industries has started its web portal Jiomart, and will announce its entry into online food and grocery shopping by early next year,Reliance Jio added over 91 lakh new subscribers in October. Vodafone Idea and Bharti Airtel added 189,901 and 81,974 subscribers respectively ","#Reliance to venture in e-commerce with Jio Mart, initial roll-out in Mumbai | https://t.co/OxDCkaYaDP https://t.co/9TK8Lm8M52",reliance industries has started its web portal jiomart and will announce its entry into online food and grocery shopping by early next year reliance jio added over 91 lakh new subscribers in october. vodafone idea and bharti airtel added 189 901 and 81 974 subscribers respectively , reliance to venture in e commerce with jio mart initial roll out in mumbai ,321,1,0,1.833,0.167,0.34,reliance industries has started its web portal jiomart and will announce its entry into online food and grocery shopping by early next year reliance jio added over 91 lakh new subscribers in october.vodafone idea and bharti airtel added 189 901 and 81 974 subscribers respectively,202,0,0,1,0,0, reliance to venture in e commerce with jio mart initial roll out in mumbai
01/01/20,RELIANCE,EQ,1514.05,1518,1527.1,1505.5,1511.8,1509.6,1515.23,6402372,,,,,,,,,,,,,,,,,,
02/01/20,RELIANCE,EQ,1509.6,1512,1540.95,1512,1534.1,1535.3,1530.86,8096561,Reliance Industries - Reliance Jio Infocomm could foray into distributing mutual funds and other financial products in the new year,,reliance industries reliance jio infocomm could foray into distributing mutual funds and other financial products in the new year,,322,0,0,1,0,0,reliance industries reliance jio infocomm could foray into distributing mutual funds and other financial products in the new year,,,,,,,
03/01/20,RELIANCE,EQ,1535.3,1533,1541.65,1523,1536,1537.15,1532.73,9593498,,,,,,,,,,,,,,,,,,
06/01/20,RELIANCE,EQ,1537.15,1520,1527.9,1498,1499.9,1501.5,1512.57,11209343,,,,,,,,,,,,,,,,,,
